id,text,sentiment,topic,timestamp,user_id,retweets,likes,followers,cleaned_text,no_stopwords,lemmatized_text,original_length,cleaned_length,final_length,word_count,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sentiment,ml_sentiment,ml_confidence,ensemble_sentiment
tweet_96,Netflix is not bad what do you think?,neutral,Netflix,2025-08-03 06:12:28,user_128,48,322,113,netflix is not bad what do you think?,netflix not bad think ?,netflix not bad think,37,37,21,4,0.3499999999999999,0.6666666666666666,positive,0.431,0.487,0.0,0.513,positive,neutral,0.7917105154572966,positive
tweet_97,iPhone 15 is reasonable option what do u think?,neutral,iPhone 15,2025-08-04 15:54:42,user_243,36,116,1856,iphone 15 is reasonable option what do u think?,iphone 15 reasonable option u think ?,iphone reasonable option u think,47,47,32,5,0.2,0.6,positive,0.0,0.0,0.0,1.0,neutral,neutral,0.8460380641426526,neutral
tweet_98,Apple is a useless #fail,negative,Apple,2025-08-24 16:43:29,user_276,52,337,4583,apple is a useless fail,apple useless fail,apple useless fail,24,23,18,3,-0.5,0.25,negative,-0.743,0.0,0.863,0.137,negative,negative,0.8330811935579813,negative
tweet_99,best ever Netflix! #fail,positive,Netflix,2025-08-11 14:22:53,user_86,27,449,6651,best ever netflix! fail,best ever netflix ! fail,best ever netflix fail,24,23,22,4,0.25,0.3,positive,0.1779,0.433,0.361,0.206,positive,positive,0.8035844555520407,positive
tweet_100,Netflix is a complete failure 💯,negative,Netflix,2025-08-10 10:35:22,user_90,94,53,8442,netflix is a complete failure,netflix complete failure,netflix complete failure,31,29,24,3,-0.10833333333333332,0.35,negative,-0.5106,0.0,0.623,0.377,negative,negative,0.8816688914828856,negative
tweet_101,Microsoft is decent enough via @user,neutral,Microsoft,2025-08-17 11:30:30,user_35,69,155,8759,microsoft is decent enough via,microsoft decent enough,microsoft decent enough,36,30,23,3,0.08333333333333333,0.5833333333333333,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8447978035676722,neutral
tweet_102,Google is moderate #hashtag,neutral,Google,2025-08-14 14:31:07,user_226,15,223,6440,google is moderate hashtag,google moderate hashtag,google moderate hashtag,27,26,23,3,0.0,0.7,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.7758197068486391,neutral
tweet_103,ChatGPT is ordinary 👍!!!,neutral,ChatGPT,2025-08-31 08:43:05,user_440,69,220,4458,chatgpt is ordinary !!!,chatgpt ordinary ! ! !,chatgpt ordinary,24,23,16,2,-0.25,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8361659100296791,neutral
tweet_104,Amazon is a useless agree?,negative,Amazon,2025-08-03 16:51:03,user_239,83,1,8733,amazon is a useless agree?,amazon useless agree ?,amazon useless agree,26,26,20,3,-0.5,0.2,negative,0.1027,0.6,0.4,0.0,positive,negative,0.812101941239801,negative
tweet_105,iPhone 15 is fair price #trending!!!,neutral,iPhone 15,2025-08-08 02:54:49,user_53,69,462,1568,iphone 15 is fair price trending!!!,iphone 15 fair price trending ! ! !,iphone fair price trending,36,35,26,4,0.7,0.9,positive,0.3182,0.434,0.0,0.566,positive,neutral,0.8943271459534765,positive
tweet_106,Climate Change is could be better 😢,neutral,Climate Change,2025-08-07 12:02:46,user_393,37,424,2867,climate change is could be better,climate change could better,climate change could better,35,33,27,4,0.5,0.5,positive,0.4404,0.492,0.0,0.508,positive,neutral,0.7869571862434172,positive
tweet_107,ChatGPT is as expected RT @user:,neutral,ChatGPT,2025-08-20 13:26:20,user_113,89,211,4404,chatgpt is as expected,chatgpt expected,chatgpt expected,32,22,16,2,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8387694825173299,neutral
tweet_108,Climate Change is a regret buying 👎,negative,Climate Change,2025-08-08 08:02:36,user_364,7,274,2194,climate change is a regret buying,climate change regret buying,climate change regret buying,35,33,28,4,0.0,0.0,neutral,-0.4215,0.0,0.483,0.517,negative,negative,0.8899019672152181,negative
tweet_109,excellent service Apple! 👎,positive,Apple,2025-08-15 05:25:17,user_466,50,35,2468,excellent service apple!,excellent service apple !,excellent service apple,26,24,23,3,1.0,1.0,positive,0.5719,0.649,0.0,0.351,positive,positive,0.8766052831893631,positive
tweet_110,Tesla Model 3 is typical ,neutral,Tesla Model 3,2025-08-01 23:46:12,user_439,74,462,6705,tesla model 3 is typical,tesla model 3 typical,tesla model typical,25,24,19,3,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.7928276445064311,neutral
tweet_111,Climate Change is a pathetic #love,negative,Climate Change,2025-08-27 22:58:06,user_30,32,443,6584,climate change is a pathetic love,climate change pathetic love,climate change pathetic love,34,33,28,4,-0.25,0.8,negative,0.128,0.424,0.374,0.202,positive,negative,0.7517072533443194,negative
tweet_112,highly recommend iPhone 15! agree?,positive,iPhone 15,2025-08-24 12:26:20,user_436,34,307,7864,highly recommend iphone 15! agree?,highly recommend iphone 15 ! agree ?,highly recommend iphone agree,34,34,29,4,0.16,0.54,positive,0.6764,0.735,0.0,0.265,positive,positive,0.8992309007066541,positive
tweet_113,highly recommend Microsoft! 😍,positive,Microsoft,2025-08-05 03:00:51,user_60,63,254,1575,highly recommend microsoft!,highly recommend microsoft !,highly recommend microsoft,29,27,26,3,0.16,0.54,positive,0.4201,0.583,0.0,0.417,positive,positive,0.9090711733612714,positive
tweet_114,incredible quality Google! #hate,positive,Google,2025-08-27 23:10:48,user_70,83,190,1032,incredible quality google! hate,incredible quality google ! hate,incredible quality google hate,32,31,30,4,0.04999999999999999,0.9,neutral,-0.6077,0.0,0.569,0.431,negative,positive,0.8206166518660369,positive
tweet_115,ChatGPT is ordinary agree?,neutral,ChatGPT,2025-08-08 04:18:12,user_1,26,348,5770,chatgpt is ordinary agree?,chatgpt ordinary agree ?,chatgpt ordinary agree,26,26,22,3,-0.25,0.5,negative,0.3612,0.556,0.0,0.444,positive,neutral,0.8176396573038087,neutral
tweet_116,ChatGPT is a avoid this omg,negative,ChatGPT,2025-08-22 13:16:58,user_284,27,67,6295,chatgpt is a avoid this omg,chatgpt avoid omg,chatgpt avoid omg,27,27,17,3,0.0,0.0,neutral,-0.296,0.0,0.524,0.476,negative,negative,0.8229510288596467,negative
tweet_117,perfect choice Amazon! 👍,positive,Amazon,2025-08-08 06:03:37,user_465,97,435,9020,perfect choice amazon!,perfect choice amazon !,perfect choice amazon,24,22,21,3,1.0,1.0,positive,0.6597,0.844,0.0,0.156,positive,positive,0.8988475516123706,positive
tweet_118,exceeded expectations Amazon! thoughts?,positive,Amazon,2025-08-30 12:35:56,user_86,55,400,3031,exceeded expectations amazon! thoughts?,exceeded expectations amazon ! thoughts ?,exceeded expectation amazon thought,39,39,35,4,0.0,0.0,neutral,0.1779,0.362,0.0,0.638,positive,positive,0.8647423951078207,positive
tweet_119,Netflix is moderate 👍,neutral,Netflix,2025-08-21 15:59:01,user_366,40,91,2686,netflix is moderate,netflix moderate,netflix moderate,21,19,16,2,0.0,0.7,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8280246945417716,neutral
tweet_120,highly recommend Microsoft! lol,positive,Microsoft,2025-08-17 21:14:34,user_412,20,325,5058,highly recommend microsoft! lol,highly recommend microsoft ! lol,highly recommend microsoft lol,31,31,30,4,0.48000000000000004,0.62,positive,0.7056,0.745,0.0,0.255,positive,positive,0.8859743318351223,positive
tweet_121,Amazon is a pathetic 🔥,negative,Amazon,2025-08-17 18:14:40,user_63,31,348,8796,amazon is a pathetic,amazon pathetic,amazon pathetic,22,20,15,2,-1.0,1.0,negative,-0.4588,0.315,0.685,0.0,negative,negative,0.8390392690495242,negative
tweet_122,amazing product Apple! check this out!,positive,Apple,2025-08-11 20:52:11,user_241,23,126,2074,amazing product apple! check this out!,amazing product apple ! check !,amazing product apple check,38,38,27,4,0.6000000000000001,0.9,positive,0.5859,0.559,0.0,0.441,positive,positive,0.7989685963567277,positive
tweet_123,Google is moderate 👍,neutral,Google,2025-08-23 19:36:30,user_192,39,181,5415,google is moderate,google moderate,google moderate,20,18,15,2,0.0,0.7,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8428087718709154,neutral
tweet_124,love this ChatGPT! thoughts?,positive,ChatGPT,2025-08-16 16:03:34,user_27,17,66,2984,love this chatgpt! thoughts?,love chatgpt ! thoughts ?,love chatgpt thought,28,28,20,3,0.5,0.6,positive,0.6369,0.677,0.0,0.323,positive,positive,0.7099709684361337,positive
tweet_125,iPhone 15 is fair price 😢,neutral,iPhone 15,2025-08-11 00:29:57,user_303,46,304,3748,iphone 15 is fair price,iphone 15 fair price,iphone fair price,25,23,17,3,0.7,0.9,positive,0.3182,0.535,0.0,0.465,positive,neutral,0.9227277278755097,positive
tweet_126,Google is as expected 💯,neutral,Google,2025-08-25 04:46:26,user_200,59,145,3494,google is as expected,google expected,google expected,23,21,15,2,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8849794907383188,neutral
tweet_127,awesome Climate Change! 😢,positive,Climate Change,2025-08-08 10:37:40,user_116,3,28,5056,awesome climate change!,awesome climate change !,awesome climate change,25,23,22,3,1.0,1.0,positive,0.6249,0.672,0.0,0.328,positive,positive,0.8014471412683619,positive
tweet_128,Google is typical @mention,neutral,Google,2025-08-22 08:09:35,user_274,46,444,3219,google is typical,google typical,google typical,26,17,14,2,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8788596029776408,neutral
tweet_129,ChatGPT is nothing special thoughts?,neutral,ChatGPT,2025-08-16 12:19:29,user_49,88,189,9429,chatgpt is nothing special thoughts?,chatgpt nothing special thoughts ?,chatgpt nothing special thought,36,36,31,4,0.35714285714285715,0.5714285714285714,positive,-0.3089,0.0,0.429,0.571,negative,neutral,0.7710893415688128,neutral
tweet_130,Apple is could be better check this out!...,neutral,Apple,2025-08-24 15:38:49,user_183,98,350,525,apple is could be better check this out!...,apple could better check ! ...,apple could better check,43,43,24,4,0.5,0.5,positive,0.4404,0.492,0.0,0.508,positive,neutral,0.8395759998783531,positive
tweet_131,Google is mixed feelings thoughts?,neutral,Google,2025-08-22 19:49:35,user_168,49,389,2855,google is mixed feelings thoughts?,google mixed feelings thoughts ?,google mixed feeling thought,34,34,28,4,0.0,0.25,neutral,0.128,0.333,0.0,0.667,positive,neutral,0.8866483682733273,neutral
tweet_132,totally worth it Netflix! 💯,positive,Netflix,2025-08-17 09:07:00,user_261,8,165,9551,totally worth it netflix!,totally worth netflix !,totally worth netflix,27,25,21,3,0.3,0.1,positive,0.2944,0.523,0.0,0.477,positive,positive,0.8482049220973332,positive
tweet_133,Apple is a pathetic #trending,negative,Apple,2025-08-27 06:24:58,user_194,51,58,9796,apple is a pathetic trending,apple pathetic trending,apple pathetic trending,29,28,23,3,-1.0,1.0,negative,-0.5719,0.0,0.649,0.351,negative,negative,0.8076556510381551,negative
tweet_134,exceeded expectations Google! omg,positive,Google,2025-08-17 19:37:52,user_373,28,390,5614,exceeded expectations google! omg,exceeded expectations google ! omg,exceeded expectation google omg,33,33,31,4,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.8818036571576302,positive
tweet_135,iPhone 15 is nothing special RT @user:,neutral,iPhone 15,2025-08-23 08:55:48,user_465,64,456,1996,iphone 15 is nothing special,iphone 15 nothing special,iphone nothing special,38,28,22,3,0.35714285714285715,0.5714285714285714,positive,-0.3089,0.0,0.53,0.47,negative,neutral,0.8263968081976398,neutral
tweet_136,best ever Microsoft! 👎,positive,Microsoft,2025-08-26 03:08:37,user_403,58,73,6110,best ever microsoft!,best ever microsoft !,best ever microsoft,22,20,19,3,1.0,0.3,positive,0.6369,0.677,0.0,0.323,positive,positive,0.8725830228493799,positive
tweet_137,amazing product Microsoft! #trending,positive,Microsoft,2025-08-22 16:35:19,user_341,85,473,2001,amazing product microsoft! trending,amazing product microsoft ! trending,amazing product microsoft trending,36,35,34,4,0.6000000000000001,0.9,positive,0.5859,0.559,0.0,0.441,positive,positive,0.8558174754639819,positive
tweet_138,Tesla Model 3 is a total disappointment 🔥,negative,Tesla Model 3,2025-08-31 02:13:51,user_335,42,387,2421,tesla model 3 is a total disappointment,tesla model 3 total disappointment,tesla model total disappointment,41,39,32,4,-0.3,0.575,negative,-0.5563,0.0,0.545,0.455,negative,negative,0.8877418099117954,negative
tweet_139,blown away Apple! #fail,positive,Apple,2025-08-28 04:32:26,user_362,78,224,2863,blown away apple! fail,blown away apple ! fail,blown away apple fail,23,22,21,4,-0.5,0.3,negative,-0.5423,0.0,0.538,0.462,negative,positive,0.8702448401851632,positive
tweet_140,ChatGPT is a regret buying check this out!,negative,ChatGPT,2025-08-03 05:42:39,user_121,30,394,4872,chatgpt is a regret buying check this out!,chatgpt regret buying check !,chatgpt regret buying check,42,42,27,4,0.0,0.0,neutral,-0.4215,0.0,0.483,0.517,negative,negative,0.8571790287642229,negative
tweet_141,Microsoft is a total disappointment via @user!!!,negative,Microsoft,2025-08-29 07:22:34,user_228,60,451,4954,microsoft is a total disappointment via !!!,microsoft total disappointment ! ! !,microsoft total disappointment,48,43,30,3,-0.3,0.575,negative,-0.5563,0.0,0.642,0.358,negative,negative,0.8624059924997827,negative
tweet_142,Climate Change is a broken omg,negative,Climate Change,2025-08-12 21:05:59,user_165,28,337,2052,climate change is a broken omg,climate change broken omg,climate change broken omg,30,30,25,4,-0.4,0.4,negative,-0.4767,0.0,0.508,0.492,negative,negative,0.8193147158867616,negative
tweet_143,GOOGLE IS REASONABLE OPTION 👍,neutral,Google,2025-08-11 01:29:32,user_93,14,183,2102,google is reasonable option,google reasonable option,google reasonable option,29,27,24,3,0.2,0.6,positive,0.0,0.0,0.0,1.0,neutral,neutral,0.8845831469812673,neutral
tweet_144,incredible quality Climate Change! #fail,positive,Climate Change,2025-08-20 20:38:15,user_340,66,393,5161,incredible quality climate change! fail,incredible quality climate change ! fail,incredible quality climate change fail,40,39,38,5,0.2,0.6,positive,-0.5423,0.0,0.467,0.533,negative,positive,0.7890976039187259,positive
tweet_145,Google is a disgusting #fail,negative,Google,2025-08-11 00:55:56,user_272,37,35,2650,google is a disgusting fail,google disgusting fail,google disgusting fail,28,27,22,3,-0.75,0.65,negative,-0.7845,0.0,0.873,0.127,negative,negative,0.8385121736867431,negative
tweet_146,ChatGPT is a waste of money #trending,negative,ChatGPT,2025-08-31 14:26:09,user_186,64,306,8440,chatgpt is a waste of money trending,chatgpt waste money trending,chatgpt waste money trending,37,36,28,4,-0.2,0.0,negative,-0.4215,0.0,0.483,0.517,negative,negative,0.8128373289772982,negative
tweet_147,blown away Apple! lol,positive,Apple,2025-08-22 04:40:52,user_63,61,446,7424,blown away apple! lol,blown away apple ! lol,blown away apple lol,21,21,20,4,0.8,0.7,positive,0.4215,0.483,0.0,0.517,positive,positive,0.8607378501507008,positive
tweet_148,excellent service iPhone 15! #hashtag,positive,iPhone 15,2025-08-08 01:39:45,user_479,37,191,9955,excellent service iphone 15! hashtag,excellent service iphone 15 ! hashtag,excellent service iphone hashtag,37,36,32,4,1.0,1.0,positive,0.5719,0.552,0.0,0.448,positive,positive,0.8711294771247404,positive
tweet_149,Apple is acceptable #love,neutral,Apple,2025-08-17 15:10:05,user_24,9,252,8829,apple is acceptable love,apple acceptable love,apple acceptable love,25,24,21,3,0.5,0.6,positive,0.7579,0.867,0.0,0.133,positive,neutral,0.7343858082133501,positive
tweet_150,Google is not bad check this out!,neutral,Google,2025-08-02 19:55:37,user_293,72,206,6934,google is not bad check this out!,google not bad check !,google not bad check,33,33,20,4,0.3499999999999999,0.6666666666666666,positive,0.431,0.487,0.0,0.513,positive,neutral,0.8201914329444793,positive
tweet_151,Google is standard quality @mention,neutral,Google,2025-08-27 03:51:24,user_107,90,191,3312,google is standard quality,google standard quality,google standard quality,35,26,23,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8934648871417107,neutral
tweet_152,Amazon is not bad #amazing,neutral,Amazon,2025-08-27 06:19:51,user_11,64,5,2972,amazon is not bad amazing,amazon not bad amazing,amazon not bad amazing,26,25,22,4,0.475,0.7833333333333333,positive,0.1225,0.528,0.356,0.116,positive,neutral,0.7237714896094235,positive
tweet_153,Amazon is a frustrating experience omg,negative,Amazon,2025-08-16 09:53:37,user_438,13,127,5915,amazon is a frustrating experience omg,amazon frustrating experience omg,amazon frustrating experience omg,38,38,33,4,-0.4,0.9,negative,-0.296,0.258,0.439,0.303,negative,negative,0.8580434316412667,negative
tweet_154,Google is ordinary #hate,neutral,Google,2025-08-07 23:02:49,user_9,77,322,9515,google is ordinary hate,google ordinary hate,google ordinary hate,24,23,20,3,-0.525,0.7,negative,-0.5719,0.0,0.649,0.351,negative,neutral,0.8571172195487672,negative
tweet_155,brilliant Climate Change! #love,positive,Climate Change,2025-08-19 15:30:12,user_373,52,283,106,brilliant climate change! love,brilliant climate change ! love,brilliant climate change love,31,30,29,4,0.7,0.8,positive,0.8402,0.8,0.0,0.2,positive,positive,0.8407287152633559,positive
tweet_156,ChatGPT is a useless 👍,negative,ChatGPT,2025-08-05 05:28:08,user_377,97,168,3136,chatgpt is a useless,chatgpt useless,chatgpt useless,22,20,15,2,-0.5,0.2,negative,-0.4215,0.0,0.737,0.263,negative,negative,0.9012595261621028,negative
tweet_157,iPhone 15 is a total disappointment ...,negative,iPhone 15,2025-08-29 10:03:24,user_407,37,228,2077,iphone 15 is a total disappointment ...,iphone 15 total disappointment ...,iphone total disappointment,39,39,27,3,-0.3,0.575,negative,-0.5563,0.0,0.642,0.358,negative,negative,0.8726662621364044,negative
